Spoken Text,Formula ID,Latex,Audio Path,Spoken Text Version,Transcribed Text,LLM Predicted Latex,Similarity Score
B is mapped to Zeta.,692, b \mapsto \zeta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f692.mp3,2,b is mapped to zeta.,b \rightarrow \zeta,
C is mapped to Delta.,693, c \mapsto \delta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f693.mp3,2,C is mapped to delta.,C \mapsto \delta.,
Y is mapped to X.,694, y \mapsto x,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f694.mp3,2,Y is mapped to X.,$$ Y \rightarrow X $$,
B is mapped to Zeta.,695, b \mapsto \zeta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f695.mp3,2,b is mapped to zeta.,b \mapsto \zeta,
Eta is mapped to C.,696, \eta \mapsto c,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f696.mp3,2,ADA is mapped to C.,$ADA \rightarrow C$,
B is mapped to Epsilon.,697, b \mapsto \epsilon,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f697.mp3,2,b is mapped to ε.,b \mapsto \varepsilon,
Z is mapped to C.,698, z \mapsto c,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f698.mp3,2,Z is mapped to C.,$Z \rightarrow C$,
Epsilon is mapped to A.,699, \epsilon \mapsto a,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f699.mp3,2,ε is mapped to A.,\epsilon \rightarrow A.,
Zeta is mapped to X.,700, \zeta \mapsto x,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f700.mp3,2,Zeta is mapped to X.,\zeta \rightarrow X,
A is mapped to X.,701, a \mapsto x,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f701.mp3,2,A is mapped to X.,A \mapsto X,
Y and y's inner product is equal to the product of epsilon and delta.,702,"\langle y, y \rangle = \epsilon \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f702.mp3,2,y and y's inner product is equal to the product of ε and δ.,$$y \cdot y = \varepsilon \delta$$,
Alpha and alpha's inner product is equal to the product of gamma and delta.,703,"\langle \alpha, \alpha \rangle = \gamma \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f703.mp3,2,Alpha and Alpha's inner product is equal to the product of gamma and delta.,\alpha \cdot \alpha = \gamma \cdot \delta,
A and a's inner product is equal to the product of a and delta.,704,"\langle a, a \rangle = a \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f704.mp3,2,ANA's inner product is equal to the product of A and delta.,"\langle A, N, A \rangle = A \cdot \Delta",
C and delta's inner product is equal to the product of eta and delta.,705,"\langle c, \delta \rangle = \eta \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f705.mp3,2,C and delta's inner product is equal to the product of eta and delta.,C \cdot \delta = \eta \cdot \delta,
Eta and delta's inner product is equal to the product of gamma and delta.,706,"\langle \eta, \delta \rangle = \gamma \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f706.mp3,2,Eta and delta's inner product is equal to the product of gamma and delta.,"\langle \eta, \delta \rangle = \gamma \cdot \delta",
Y and zeta's inner product is equal to the product of y and delta.,707,"\langle y, \zeta \rangle = y \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f707.mp3,2,y and z is inner product is equal to the product of y and delta.,"\langle y,z \rangle = y \cdot \delta",
X and x's inner product is equal to the product of x and delta.,708,"\langle x, x \rangle = x \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f708.mp3,2,X and X's inner product is equal to the product of X and delta.,X \cdot X = X \cdot \delta,
Delta and x's inner product is equal to the product of zeta and delta.,709,"\langle \delta, x \rangle = \zeta \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f709.mp3,2,Delta and X's inner product is equal to the product of zeta and delta.,\Delta \cdot X = \zeta \cdot \Delta,
Y and alpha's inner product is equal to the product of y and delta.,710,"\langle y, \alpha \rangle = y \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f710.mp3,2,y and α's inner product is equal to the product of y and δ.,y \cdot \alpha = y \cdot \delta,
Alpha and eta's inner product is equal to the product of eta and delta.,711,"\langle \alpha, \eta \rangle = \eta \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f711.mp3,2,Alpha and eta's inner product is equal to the product of eta and delta.,\alpha \cdot \eta = \eta \cdot \delta,
Eta and z's inner product is equal to the product of zeta and delta.,712,"\langle \eta, z \rangle = \zeta \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f712.mp3,2,η and z's inner product is equal to the product of ζ and δ.,"\langle \eta, z \rangle = \zeta \delta",
C and z's inner product is equal to the product of c and delta.,713,"\langle c, z \rangle = c \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f713.mp3,2,C and Z's inner product is equal to the product of C and delta.,"\langle C, Z \rangle = C \cdot \delta",
A and eta's inner product is equal to the product of alpha and delta.,714,"\langle a, \eta \rangle = \alpha \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f714.mp3,2,A and 8 as inner product is equal to the product of alpha and delta.,A \cdot 8 = \alpha \cdot \delta,
A and a's inner product is equal to the product of beta and delta.,715,"\langle a, a \rangle = \beta \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f715.mp3,2,ANA's inner product is equal to the product of beta and delta.,\langle ANA \rangle = \beta \cdot \delta,
B and zeta's inner product is equal to the product of c and delta.,716,"\langle b, \zeta \rangle = c \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f716.mp3,2,B and Z is inner product is equal to the product of C and delta.,$B \cdot Z = C \cdot \delta$,
B and a's inner product is equal to the product of x and delta.,717,"\langle b, a \rangle = x \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f717.mp3,2,V and A's inner product is equal to the product of X and delta.,"\langle V, A \rangle = X \cdot \delta",
Z and zeta's inner product is equal to the product of y and delta.,718,"\langle z, \zeta \rangle = y \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f718.mp3,2,z and zeta's inner product is equal to the product of y and delta.,"\langle z, \zeta \rangle = y \cdot \delta",
Z and alpha's inner product is equal to the product of alpha and delta.,719,"\langle z, \alpha \rangle = \alpha \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f719.mp3,2,z and α's inner product is equal to the product of α and δ.,"\langle z, \alpha \rangle = \alpha \cdot \delta",
C and c's inner product is equal to the product of delta and delta.,720,"\langle c, c \rangle = \delta \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f720.mp3,2,C and C's inner product is equal to the product of delta and delta.,$$C \cdot C = \delta \cdot \delta$$,
Eta and y's inner product is equal to the product of a and delta.,721,"\langle \eta, y \rangle = a \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f721.mp3,2,eta and y's inner product is equal to the product of a and delta.,\eta \cdot y = a \delta,
"Under the null hypothesis, delta is equal to 335.",722,H_0 : \delta = 335,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f722.mp3,2,"Under the null hypothesis, Δ is equal to 335.",$\Delta = 335$,
"Under the null hypothesis, alpha is equal to 159.",723,H_0 : \alpha = 159,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f723.mp3,2,"Under the null hypothesis, α is equal to 159.",\alpha = 159,
"Under the null hypothesis, b is equal to 809.",724,H_0 : b = 809,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f724.mp3,2,"Under the null hypothesis, v is equal to 809.",v = 809,
"Under the null hypothesis, c is equal to 242.",725,H_0 : c = 7922,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f725.mp3,2,"Under the null hypothesis, c is equal to 242",$c = 242$,
"Under the null hypothesis, z is equal to 402.",726,H_0 : z = 402,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f726.mp3,2,"Under the null hypothesis, z is equal to 402.",$$ H_0: z = 402 $$,
"Under the null hypothesis, epsilon is equal to 557.",727,H_0 : \epsilon = 557,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f727.mp3,2,"Under the null hypothesis, ε is equal to 557",\epsilon = 557,
"Under the null hypothesis, epsilon is equal to 571.",728,H_0 : \epsilon = 571,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f728.mp3,2,"Under the null hypothesis, ε is equal to 571",\epsilon = 571,
"Under the null hypothesis, z is equal to 335.",729,H_0 : z = 335,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f729.mp3,2,"Under the null hypothesis, z is equal to 335",$H_{0}: z = 335$,
"Under the null hypothesis, z is equal to 664.",730,H_0 : z = 664,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f730.mp3,2,"Under the null hypothesis, z is equal to 664","\[
z = 664
\]",
"Under the null hypothesis, a is equal to 847.",731,H_0 : a = 847,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f731.mp3,2,"Under the null hypothesis, A is equal to 847",A = 847,
"Under the null hypothesis, delta is equal to 734.",732,H_0 : \delta = 734,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f732.mp3,2,"Under the null hypothesis, Δ is equal to 734",$\Delta = 734$,
"Under the null hypothesis, a is equal to 563.",733,H_0 : a = 563,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f733.mp3,2,"Under the null hypothesis, A is equal to 563",$A = 563$,
"Under the null hypothesis, zeta is equal to 500.",734,H_0 : \zeta = 500,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f734.mp3,2,"Under the null hypothesis, zeta is equal to 500.",\zeta = 500,
"Under the null hypothesis, y is equal to 90.",735,H_0 : y = 90,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f735.mp3,2,"Under the null hypothesis, y is equal to 90",y = 90,
"Under the null hypothesis, alpha is equal to 745.",736,H_0 : \alpha = 745,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f736.mp3,2,"Under the null hypothesis, α is equal to 745",$$ H_0: \alpha = 745 $$,
"Under the null hypothesis, epsilon is equal to 858.",737,H_0 : \epsilon = 858,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f737.mp3,2,"Under the null hypothesis, ε is equal to 858",\epsilon = 858,
"Under the null hypothesis, a is equal to 997.",738,H_0 : a = 997,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f738.mp3,2,"Under the null hypothesis, A is equal to 997.",A = 997,
"Under the null hypothesis, eta is equal to 203.",739,H_0 : \eta = 203,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f739.mp3,2,"Under the null hypothesis, eta is equal to 203",\eta = 203,
"Under the null hypothesis, x is equal to 760.",740,H_0 : x = 760,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f740.mp3,2,"Under the null hypothesis, x is equal to 760.",$x = 760$,
"Under the null hypothesis, delta is equal to 189.",741,H_0 : \delta = 189,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f741.mp3,2,"Under the null hypothesis, Δ is equal to 189.",$\Delta = 189$,
"Under the alternative hypothesis, y does not equal 443.",742,H_a : y \neq 443,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f742.mp3,2,"Under the alternative hypothesis, y does not equal 443",H_1: y \neq 443,
"Under the alternative hypothesis, epsilon does not equal 67.",743,H_a : \epsilon \neq 67,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f743.mp3,2,"Under the alternative hypothesis, ε does not equal 67.",\epsilon \neq 67,
"Under the alternative hypothesis, alpha does not equal 763.",744,H_a : \alpha \neq 763,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f744.mp3,2,"Under the alternative hypothesis, α does not equal 763","\begin{equation}
H_a: \alpha \neq 763
\end{equation}",
"Under the alternative hypothesis, alpha does not equal 313.",745,H_a : \alpha \neq 313,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f745.mp3,2,"Under the alternative hypothesis, α does not equal 313.",$$H_1: \alpha \neq 313$$,
"Under the alternative hypothesis, y does not equal 288.",746,H_a : y \neq 4198,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f746.mp3,2,"Under the alternative hypothesis, y does not equal 288",$$H_1: y \neq 288$$,
"Under the alternative hypothesis, a does not equal 518.",747,H_a : a \neq 518,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f747.mp3,2,"Under the alternative hypothesis, a does not equal 518",$H_1: a \neq 518$,
"Under the alternative hypothesis, alpha does not equal 296.",748,H_a : \alpha \neq 296,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f748.mp3,2,"Under the alternative hypothesis, α does not equal 296",$$H_{a}: \alpha \neq 296$$,
"Under the alternative hypothesis, x does not equal 802.",749,H_a : x \neq 802,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f749.mp3,2,"Under the alternative hypothesis, X does not equal 802.",H_1: X \neq 802,
"Under the alternative hypothesis, x does not equal 180.",750,H_a : x \neq 180,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f750.mp3,2,"Under the alternative hypothesis, X does not equal 180.",$H_a: X \neq 180$,
"Under the alternative hypothesis, z does not equal 246.",751,H_a : z \neq 8346,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f751.mp3,2,"Under the alternative hypothesis, Z does not equal 246.",H_1: Z \neq 246,
"Under the alternative hypothesis, b does not equal 784.",752,H_a : b \neq 784,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f752.mp3,2,"Under the alternative hypothesis, B does not equal 784","Under the alternative hypothesis, $B \neq 784$.",
"Under the alternative hypothesis, alpha does not equal 485.",753,H_a : \alpha \neq 485,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f753.mp3,2,"Under the alternative hypothesis, α does not equal 485.",\alpha \neq 485.,
"Under the alternative hypothesis, y does not equal 143.",754,H_a : y \neq 143,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f754.mp3,2,"Under the alternative hypothesis, y does not equal 143",$$ H_1: y \neq 143 $$,
"Under the alternative hypothesis, y does not equal 78.",755,H_a : y \neq 78,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f755.mp3,2,"Under the alternative hypothesis, y does not equal 78.",$H_a: y \neq 78$,
"Under the alternative hypothesis, x does not equal 785.",756,H_a : x \neq 785,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f756.mp3,2,"Under the alternative hypothesis, X does not equal 785","Under the alternative hypothesis, $X \neq 785$.",
"Under the alternative hypothesis, c does not equal 270.",757,H_a : c \neq 6180,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f757.mp3,2,"Under the alternative hypothesis, seed is not equal 270.",$H_1: \mu \neq 270$,
"Under the alternative hypothesis, y does not equal 338.",758,H_a : y \neq 338,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f758.mp3,2,"Under the alternative hypothesis, y does not equal 338",$H_a: y \neq 338$,
"Under the alternative hypothesis, alpha does not equal 365.",759,H_a : \alpha \neq 365,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f759.mp3,2,"Under the alternative hypothesis, α does not equal 365",$$H_1: \alpha \neq 365$$,
"Under the alternative hypothesis, a does not equal 191.",760,H_a : a \neq 191,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f760.mp3,2,"Under the alternative hypothesis, a does not equal 191.",$a \neq 191$,
"Under the alternative hypothesis, alpha does not equal 998.",761,H_a : \alpha \neq 998,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f761.mp3,2,"Under the alternative hypothesis, α does not equal 998",\alpha \neq 998,
"T is equal to the mean of c subtract 237, all over the standard deviation divided by the square root of n.",762,t = \frac{{\bar c} - 237}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f762.mp3,2,"T is equal to the mean C value minus 23, divided by the standard deviation over the square root of n.",T = \frac{\bar{C} - 23}{\frac{\sigma}{\sqrt{n}}},
"T is equal to the mean of z minus 960, divided by the standard deviation over the square root of n.",763,t = \frac{{\bar z} - 960}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f763.mp3,2,"T is equal to the mean z value minus 23, divided by the standard deviation over the square root of n.","\begin{equation}
T = \frac{\overline{z} - 23}{\frac{\sigma}{\sqrt{n}}}
\end{equation}",
"T is equal to the mean x minus 409, divided by the standard deviation over the square root of the sample size.",764,t = \frac{{\bar x} - 409}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f764.mp3,2,"T is equal to the mean x value minus 23, divided by the standard deviation over the square root of n.","\begin{equation}
T = \frac{{\bar{x} - 23}}{{\frac{s}{\sqrt{n}}}}
\end{equation}",
"T is equal to the mean x minus 408, divided by the standard deviation over the square root of the sample size.",765,t = \frac{{\bar x} - 408}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f765.mp3,2,"T is equal to the mean x value minus 23, divided by the standard deviation over the square root of n.",\[ T = \frac{\bar{x}-23}{\frac{\sigma}{\sqrt{n}}} \],
"T is equal to a-bar minus 715, all over sigma divided by the square root of n.",766,t = \frac{{\bar a} - 715}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f766.mp3,2,"T is equal to the mean of value minus 23, divided by the standard deviation over the square root of n.",T = \frac{\bar{X} - 23}{s/\sqrt{n}},
"T is equal to the mean x minus 453, divided by the standard deviation over the square root of n.",767,t = \frac{{\bar x} - 453}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f767.mp3,2,"T is equal to the mean x value minus 23, divided by the standard deviation over the square root of n.",\[ T = \frac{\bar{x} - 23}{\frac{s}{\sqrt{n}}} \],
"T is equal to the mean deviation minus 680, divided by the standard deviation over the square root of n.",768,t = \frac{{\bar \delta} - 680}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f768.mp3,2,"t is equal to the mean delta value minus 23, divided by the standard deviation over the square root of n",t = \frac{{\bar{\Delta}-23}}{{\sigma/\sqrt{n}}},
"T is equal to the mean eta minus four hundred forty-one, divided by the standard deviation over the square root of n.",769,t = \frac{{\bar \eta} - 441}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f769.mp3,2,"T is equal to the mean eta value minus 23, divided by the standard deviation over the square root of n.",\[ T = \frac{\overline{\eta} - 23}{\frac{\sigma}{\sqrt{n}}} \],
"T is equal to the mean deviation minus six ten, divided by the standard deviation over the square root of n.",770,t = \frac{{\bar \delta} - 610}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f770.mp3,2,"t is equal to the mean delta value minus 23, divided by the standard deviation over the square root of n",\[ t = \frac{ \overline{\Delta} - 23 }{ \frac{s}{\sqrt{n}} } \],
"T is equal to the mean of c subtract 136, all over the standard deviation divided by the square root of n.",771,t = \frac{{\bar c} - 136}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f771.mp3,2,"T is equal to the mean C value minus 23, divided by the standard deviation over the square root of n.",T = \frac{\bar{C} - 23}{\frac{s}{\sqrt{n}}},
"T is equal to the mean of epsilon minus eight hundred sixty-two, divided by the standard deviation over the square root of n.",772,t = \frac{{\bar \epsilon} - 862}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f772.mp3,2,"t is equal to the mean epsilon value minus 23, divided by the standard deviation over the square root of n.","\begin{equation}
t = \frac{{\bar{\epsilon} - 23}}{{\frac{{\sigma}}{{\sqrt{n}}}}}
\end{equation}",
"T is equal to the mean alpha value minus 699, divided by the standard deviation over the square root of n.",773,t = \frac{{\bar \alpha} - 699}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f773.mp3,2,"t is equal to the mean alpha value minus 23, divided by the standard deviation over the square root of n.","\begin{equation}
t = \frac{\bar{\alpha} - 23}{\frac{\sigma}{\sqrt{n}}}
\end{equation}",
"T is equal to the mean of c subtract 684, all over the standard deviation divided by the square root of n.",774,t = \frac{{\bar c} - 684}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f774.mp3,2,"T is equal to the mean C value minus 23, divided by the standard deviation over the square root of n.",T = \frac{\bar{C} - 23}{\frac{\sigma}{\sqrt{n}}},
"T is equal to the mean alpha value minus seven hundred ninety-eight, divided by the standard deviation over the square root of n.",775,t = \frac{{\bar \alpha} - 798}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f775.mp3,2,"t is equal to the mean alpha value minus 23, divided by the standard deviation over the square root of n.",\[ t = \frac{\bar{\alpha} - 23}{\frac{\sigma}{\sqrt{n}}} \],
"T is equal to the mean of b minus 4838, divided by the standard deviation over the square root of n.",776,t = \frac{{\bar b} - 4838}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f776.mp3,2,"T is equal to the mean B value minus 23, divided by the standard deviation over the square root of n.",T = \frac{{\bar{B} - 23}}{{\frac{{\sigma}}{{\sqrt{n}}}}},
"T is equal to the mean deviation minus 539, divided by the standard deviation over the square root of n.",777,t = \frac{{\bar \delta} - 539}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f777.mp3,2,"t is equal to the mean delta value minus 23, divided by the standard deviation over the square root of n","\[
t = \frac{\bar{\Delta} - 23}{\frac{\sigma}{\sqrt{n}}}
\]",
"T is equal to the mean gamma value minus 310, divided by the standard deviation over the square root of the sample size.",778,t = \frac{{\bar \gamma} - 310}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f778.mp3,2,"t is equal to the mean gamma value minus 23, divided by the standard deviation over the square root of n.",t = \frac{\overline{\gamma} - 23}{\frac{\sigma}{\sqrt{n}}},
"T is equal to the mean of c subtract 753, all over the standard deviation divided by the square root of n.",779,t = \frac{{\bar c} - 753}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f779.mp3,2,"T is equal to the mean C value minus 23, divided by the standard deviation over the square root of n.",T = \dfrac{{\overline{C} - 23}}{{\sigma/\sqrt{n}}},
"T is equal to the mean of Z minus 920, divided by the standard deviation over the square root of n.",780,t = \frac{{\bar z} - 920}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f780.mp3,2,"T is equal to the mean z value minus 23, divided by the standard deviation over the square root of n.","\begin{equation}
T = \frac{\bar{z} - 23}{\frac{\sigma}{\sqrt{n}}}
\end{equation}",
"T is equal to the mean beta minus one hundred, divided by the standard deviation over the square root of n.",781,t = \frac{{\bar \beta} - 100}{\sigma/\sqrt{n}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f781.mp3,2,"T is equal to the mean beta value minus 23, divided by the standard deviation over the square root of n.","\[
T = \frac{\overline{\beta} - 23}{\frac{s}{\sqrt{n}}}
\]",
"Chi square is calculated by summing up the squared differences between observed and expected values, each divided by the expected value.",782,\chi^2 = \sum \frac{({observed}-{expected})^2}{{expected}},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f782.mp3,2,Chi-square is calculated by summing up the squared differences between observed and expected values. Each divided by the expected value.,\chi^2 = \sum \frac{(O_i - E_i)^2}{E_i},
"The function F at b, beta is the double integral over the range from zeta to eta of the function f at y, delta, integrated first with respect to eflon and then with respect to zeta.",783,"F(b, \beta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(y,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f783.mp3,2,The function f at b. Beta is the double integral over the range from zeta to eta of the function f at y. Delta. Integrated first with respect to fLon and then with respect to zeta.,"\[
f(b, \beta) = \iint\limits_{\zeta}^{\eta} f(y, \delta) \, dy \, d\zeta
\]",
"The function F at delta, c is the double integral over the range from zeta to eta of the function f at zeta, delta, integrated first with respect to ehlon and then with respect to zeta.",784,"F(\delta, c) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\zeta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f784.mp3,2,The function f at delta c is the double integral over the range from zeta to eta of the function f at zeta delta Integrated first with respect to ln and then with respect to zeta,"\[
f(c) = \iint_{\zeta}^{\eta} f(\zeta, \delta) \, d\ln \, d\zeta
\]",
"The function F at z, beta is the double integral over the range from zeta to eta of the function f at eta, delta, integrated first with respect to epsilon and then with respect to zeta.",785,"F(z, \beta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\eta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f785.mp3,2,The function f at z. Beta is the double integral over the range from zeta to eta of the function f at eta. Delta. Integrated first with respect to epsilon and then with respect to zeta.,"\[
f(z, \beta) = \iint\limits_{\zeta}^{\eta} f(\eta, \delta) \, d\epsilon \, d\zeta
\]",
"The function F at y, eta is the double integral over the range from zeta to eta of the function f at eta, delta, integrated first with respect to ehlon and then with respect to zeta.",786,"F(y, \eta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\eta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f786.mp3,2,The function f at y. eta is the double integral over the range from zeta to eta of the function f at eta ∆ ∆ ∆ ∆ ∆ ∆ ∆ ∆ ∆ ∆ ∆ ∆ ∆ ∆ ∆ ∆ ∆ ∆ ∆ ∆ ∆ ∆,"\[ f(\eta) = \int_{\zeta}^{\eta} \int_{\eta} f(\eta) \, d\eta \, d\zeta \]",
