Spoken Text,Formula ID,Latex,Audio Path,Spoken Text Version,Transcribed Text
Alpha tensor product alpha is equal to delta.,512, \alpha \odot \alpha = \delta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f512.mp3,2,Alpha tensor product alpha is equal to delta.
B tensor product y is equal to alpha.,513, b \odot y = \alpha,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f513.mp3,2,b tensor product y is equal to α
Zeta tensor product a is equal to zeta.,514, \zeta \odot a = \zeta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f514.mp3,2,Zeta tensor product A is equal to Zeta.
Eta tensor product y is equal to y.,515, \eta \odot y = y,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f515.mp3,2,Ada tensor product y is equal to y
Delta tensor product delta is equal to gamma.,516, \delta \odot \delta = \gamma,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f516.mp3,2,Delta tensor product delta is equal to gamma.
X tensor product b is equal to x.,517, x \odot b = x,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f517.mp3,2,X tensor product B is equal to X.
Eta tensor product a is equal to x.,518, \eta \odot a = x,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f518.mp3,2,Ada tensor product A is equal to X.
"A vector transposed, with elements from eta one and delta two, up to eta n.",519,"[\eta_1, \delta_2, \ldots, \eta_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f519.mp3,2,"A vector transposed, with elements from eta1 and delta2, up to etan."
"A vector transposed, with elements from z one and beta two, up to delta n.",520,"[z_1, \beta_2, \ldots, \delta_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f520.mp3,2,"A vector transposed, with elements from z1 and beta2, up to deltaN."
"A vector transposed, with elements from y one and x two, up to z n.",521,"[y_1, x_2, \ldots, z_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f521.mp3,2,"A vector transposed, with elements from y1 and x2, up to zn."
"A vector transposed, with elements from epsilon one and x two, up to x n.",522,"[\epsilon_1, x_2, \ldots, x_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f522.mp3,2,"A vector transposed, with elements from ε1 and x2, up to xn."
"A vector transposed, with elements from eta one and beta two, up to c n.",523,"[\eta_1, \beta_2, \ldots, c_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f523.mp3,2,"A vector transposed, with elements from 8a1 and beta2, up to cn."
"A vector transposed, with elements from zeta one and x two, up to delta n.",524,"[\zeta_1, x_2, \ldots, \delta_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f524.mp3,2,"A vector transposed, with elements from zeta 1 and x2, up to delta n"
"A vector transposed, with elements from zeta one and z two, up to gamma n.",525,"[\zeta_1, z_2, \ldots, \gamma_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f525.mp3,2,"A vector transposed, with elements from zeta 1 and z2, up to γn."
"A vector transposed, with elements from y one and zeta two, up to alpha n.",526,"[y_1, \zeta_2, \ldots, \alpha_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f526.mp3,2,"A vector transposed, with elements from y1 and zeta2, upped αn"
"A vector transposed, with elements from a one and beta two, up to eta n.",527,"[a_1, \beta_2, \ldots, \eta_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f527.mp3,2,"A vector transposed, with elements from a 1 and beta 2, up to a to n"
"A vector transposed, with elements from c one and c two, up to alpha n.",528,"[c_1, c_2, \ldots, \alpha_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f528.mp3,2,"A vector transposed, with elements from C1 and C2, up to αn"
"A vector transposed, with elements from alpha one and a two, up to beta n.",529,"[\alpha_1, a_2, \ldots, \beta_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f529.mp3,2,"A vector transposed, with elements from α1 and α2, up to βn."
"A vector transposed, with elements from alpha one and zeta two, up to zeta n.",530,"[\alpha_1, \zeta_2, \ldots, \zeta_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f530.mp3,2,"A vector transposed, with elements from alpha 1 and zeta 2, up to zeta n."
"A vector transposed, with elements from x one and a two, up to eta n.",531,"[x_1, a_2, \ldots, \eta_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f531.mp3,2,"A vector transposed, with elements from x1 and a 2, up to a to n"
"A vector transposed, with elements from epsilon one and y two, up to z n.",532,"[\epsilon_1, y_2, \ldots, z_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f532.mp3,2,"A vector transposed, with elements from ε1 and y2, up to zn"
"A vector transposed, with elements from x one and delta two, up to epsilon n.",533,"[x_1, \delta_2, \ldots, \epsilon_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f533.mp3,2,"A vector transposed, with elements from x1 and delta2, up to εn"
"A vector transposed, with elements from beta one and beta two, up to b n.",534,"[\beta_1, \beta_2, \ldots, b_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f534.mp3,2,"A vector transposed, with elements from β1 and β2, up to bn."
"A vector transposed, with elements from b one and y two, up to eta n.",535,"[b_1, y_2, \ldots, \eta_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f535.mp3,2,"A vector transposed, with elements from B1 and Y2, up to a to n"
"A vector transposed, with elements from c one and y two, up to x n.",536,"[c_1, y_2, \ldots, x_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f536.mp3,2,"A vector transposed, with elements from C1 and Y2, up to Xn"
"A vector transposed, with elements from x one and b two, up to beta n.",537,"[x_1, b_2, \ldots, \beta_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f537.mp3,2,"A vector transposed, with elements from x1 and b2, up to βn."
"A vector transposed, with elements from delta one and alpha two, up to alpha n.",538,"[\delta_1, \alpha_2, \ldots, \alpha_n]^T",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f538.mp3,2,"A vector transposed, with elements from δ1 and α2, upped αn."
GCD of 427 and 456 is 854.,539,"\gcd(4177, 456) = 854",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f539.mp3,2,GCD of 427 and 456 is 854
GCD of 600 and 128 is 991.,540,"\gcd(600, 1662) = 991",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f540.mp3,2,GCD of 600 and 128 is 991.
GCD of 166 and 617 is 559.,541,"\gcd(166, 617) = 559",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f541.mp3,2,GCD of 166 and 617 is 559
GCD of 499 and 635 is 489.,542,"\gcd(499, 635) = 489",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f542.mp3,2,GCD of 499 and 635 is 489.
GCD of 101 and 542 is 800.,543,"\gcd(101, 542) = 800",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f543.mp3,2,GCD of 101 and 542 is 800.
GCD of 914 and 223 is 593.,544,"\gcd(914, 223) = 593",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f544.mp3,2,GCD of 914 and 223 is 593
GCD of 519 and 767 is 722.,545,"\gcd(519, 767) = 722",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f545.mp3,2,GCD of 519 and 767 is 722
GCD of 562 and 354 is 476.,546,"\gcd(562, 354) = 476",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f546.mp3,2,GCD of 562 in 354 is 476.
GCD of 350 and 409 is 136.,547,"\gcd(350, 409) = 136",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f547.mp3,2,GCD of 350 and 409 is 136
GCD of 626 and 761 is 528.,548,"\gcd(6424, 761) = 5477",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f548.mp3,2,GCD of 626 and 761 is 528
GCD of 867 and 101 is 584.,549,"\gcd(867, 101) = 584",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f549.mp3,2,GCD of 867 and 101 is 584
GCD of 499 and 250 is 525.,550,"\gcd(499, 5250) = 525",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f550.mp3,2,GCD of 499 and 250 is 525
GCD of 391 and 827 is 493.,551,"\gcd(391, 8535) = 493",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f551.mp3,2,GCD of 391 and 827 is 493
GCD of 634 and 611 is 226.,552,"\gcd(634, 611) = 2353",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f552.mp3,2,GCD of 634 and 611 is 226
GCD of 829 and 956 is 703.,553,"\gcd(829, 956) = 703",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f553.mp3,2,GCD of 829 and 956 is 703
GCD of 6 and 687 is 250.,554,"\gcd(6, 687) = 250",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f554.mp3,2,GCD of 6 and 687 is 250.
GCD of 614 and 940 is 88.,555,"\gcd(614, 940) = 88",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f555.mp3,2,GCD of 614 and 940 is 88.
GCD of 500 and 168 is 170.,556,"\gcd(500, 168) = 170",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f556.mp3,2,GCD of 500 and 168 is 170.
GCD of 416 and 259 is 552.,557,"\gcd(416, 5529) = 552",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f557.mp3,2,GCD of 416 and 259 is 552
GCD of 39 and 358 is 907.,558,"\gcd(39, 358) = 907",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f558.mp3,2,GCD of 39 and 358 is 907.
LCM of 23 and 24 is 25.,559,"\text{{LCM}}(861, 6959) = 959",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f559.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,560,"\text{{LCM}}(956, 45) = 657",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f560.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,561,"\text{{LCM}}(17, 777) = 844",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f561.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,562,"\text{{LCM}}(910, 5735) = 735",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f562.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,563,"\text{{LCM}}(161, 974) = 245",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f563.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,564,"\text{{LCM}}(39, 919) = 2464",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f564.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,565,"\text{{LCM}}(793, 832) = 216",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f565.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,566,"\text{{LCM}}(57, 904) = 312",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f566.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,567,"\text{{LCM}}(582, 967) = 678",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f567.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,568,"\text{{LCM}}(131, 583) = 743",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f568.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,569,"\text{{LCM}}(743, 348) = 671",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f569.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,570,"\text{{LCM}}(385, 758) = 977",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f570.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,571,"\text{{LCM}}(380, 290) = 332",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f571.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,572,"\text{{LCM}}(75, 316) = 796",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f572.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,573,"\text{{LCM}}(671, 710) = 565",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f573.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,574,"\text{{LCM}}(6189, 605) = 8498",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f574.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,575,"\text{{LCM}}(3851, 61) = 385",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f575.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,576,"\text{{LCM}}(604, 855) = 986",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f576.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,577,"\text{{LCM}}(103, 309) = 832",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f577.mp3,2,LCM of 23 and 24 is 25.
LCM of 23 and 24 is 25.,578,"\text{{LCM}}(519, 930) = 408",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f578.mp3,2,LCM of 23 and 24 is 25.
C as a member of the complex number set.,579,\mathbb{C},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f579.mp3,2,"A collection of distinct objects, referred to as a set"
The null space of D.,580,\ker(D),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f580.mp3,2,The kernel of our given matrix
Imaginary component of A.,581,\text{{Im}}(A),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f581.mp3,2,The matrix is imaginary component.
Epsilon is equal to y plus the product of i and alpha.,582, \epsilon = y + i \alpha,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f582.mp3,2,ε is equal to y plus the product of i and α.
X is equal to a plus the product of i and x.,583, x = a + i x,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f583.mp3,2,x is equal to a plus the product of i in x.
Delta is equal to delta plus the product of i and eta.,584, \delta = \delta + i \eta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f584.mp3,2,Δ is equal to Δ plus the product of Ion eta.
Z is equal to c plus the product of i and y.,585, z = c + i y,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f585.mp3,2,z is equal to c plus the product of i and y.
Z is equal to delta plus the product of i and z.,586, z = \delta + i z,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f586.mp3,2,z is equal to Δ plus the product of I and z.
Delta is equal to gamma plus the product of i and gamma.,587, \delta = \gamma + i \gamma,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f587.mp3,2,Δ is equal to γ plus the product of i and γ.
Alpha is equal to alpha plus the product of i and b.,588, \alpha = \alpha + i b,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f588.mp3,2,α is equal to α plus the product of I and B
Epsilon is equal to x plus the product of i and a.,589, \epsilon = x + i a,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f589.mp3,2,ε is equal to x plus the product of I in A
Y is equal to beta plus the product of i and gamma.,590, y = \beta + i \gamma,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f590.mp3,2,y is equal to β plus the product of i and γ.
Z is equal to x plus the product of i and z.,591, z = x + i z,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f591.mp3,2,z is equal to x plus the product of i and z.
Alpha is equal to eta plus the product of i and z.,592, \alpha = \eta + i z,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f592.mp3,2,α is equal to η plus the product of I and Z
Epsilon is equal to beta plus the product of i and alpha.,593, \epsilon = \beta + i \alpha,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f593.mp3,2,ε is equal to β plus the product of i in α.
Delta is equal to b plus the product of i and epsilon.,594, \delta = b + i \epsilon,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f594.mp3,2,Δ is equal to B plus the product of I in ε.
Delta is equal to y plus the product of i and y.,595, \delta = y + i y,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f595.mp3,2,Δ is equal to y plus the product of i and y.
Delta is equal to zeta plus the product of i and eta.,596, \delta = \zeta + i \eta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f596.mp3,2,Δ is equal to ζ plus the product of i and η.
Y is equal to a plus the product of i and a.,597, y = a + i a,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f597.mp3,2,y is equal to a plus the product of I in A
Delta is equal to y plus the product of i and delta.,598, \delta = y + i \delta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f598.mp3,2,Δ is equal to y plus the product of i in Δ.
A is equal to z plus the product of i and eta.,599, a = z + i \eta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f599.mp3,2,A is equal to z plus the product of ion eta
Epsilon is equal to alpha plus the product of i and c.,600, \epsilon = \alpha + i c,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f600.mp3,2,ε is equal to α plus the product of I and C
X is equal to z plus the product of i and gamma.,601, x = z + i \gamma,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f601.mp3,2,x is equal to z plus the product of i and gamma.
The function psi at b is on the order of the function psi at alpha.,602,\psi(b) = O(\psi(\alpha)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f602.mp3,2,The function psi at b is on the order of the function psi at alpha.
The function phi at epsilon is on the order of the function phi at epsilon.,603,\phi(\epsilon) = O(\phi(\epsilon)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f603.mp3,2,The function φ at ε is on the order of the function φ at ε.
The function phi at epsilon is on the order of the function h at epsilon.,604,\phi(\epsilon) = O(h(\epsilon)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f604.mp3,2,The function φ at ε is on the order of the function h at ε.
The function h at zeta is on the order of the function psi at x.,605,h(\zeta) = O(\psi(x)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f605.mp3,2,The function h at zeta is on the order of the function psi at x.
The function g at eta is on the order of the function phi at eta.,606,g(\eta) = O(\phi(\eta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f606.mp3,2,The function g at eta is on the order of the function phi at eta.
The function psi at a is on the order of the function psi at eta.,607,\psi(a) = O(\psi(\eta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f607.mp3,2,The function psi at A is on the order of the function psi at Ata.
The function f at c is on the order of the function psi at beta.,608,f(c) = O(\psi(\beta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f608.mp3,2,The function f at c is on the order of the function psi at beta.
The function f at z is on the order of the function g at a.,609,f(z) = O(g(a)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f609.mp3,2,The function f at z is on the order of the function g at a
The function g at eta is on the order of the function g at eta.,610,g(\eta) = O(g(\eta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f610.mp3,2,The function g at eta is on the order of the function g at eta.
The function h at c is on the order of the function phi at zeta.,611,h(c) = O(\phi(\zeta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f611.mp3,2,The function h at c is on the order of the function phi at zeta.
The function phi at delta is on the order of the function h at alpha.,612,\phi(\delta) = O(h(\alpha)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f612.mp3,2,The function φ at δ is on the order of the function h at α.
The function g at alpha is on the order of the function psi at alpha.,613,g(\alpha) = O(\psi(\alpha)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f613.mp3,2,The function g at α is on the order of the function ψ at α.
The function phi at epsilon is on the order of the function h at c.,614,\phi(\epsilon) = O(h(c)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f614.mp3,2,The function φ at ε is on the order of the function h at c
The function f at delta is on the order of the function g at b.,615,f(\delta) = O(g(b)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f615.mp3,2,The function f at Δ is on the order of the function g at b
The function h at alpha is on the order of the function g at c.,616,h(\alpha) = O(g(c)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f616.mp3,2,The function h at α is on the order of the function g at c.
The function psi at z is on the order of the function psi at z.,617,\psi(z) = O(\psi(z)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f617.mp3,2,The function psi at z is on the order of the function psi at z
The function g at delta is on the order of the function psi at y.,618,g(\delta) = O(\psi(y)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f618.mp3,2,The function g at delta is on the order of the function psi at y
The function g at z is on the order of the function g at alpha.,619,g(z) = O(g(\alpha)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f619.mp3,2,The function g at z is on the order of the function g at alpha
The function phi at zeta is on the order of the function psi at beta.,620,\phi(\zeta) = O(\psi(\beta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f620.mp3,2,The function Φ at zeta is on the order of the function Φ at β.
The function g at alpha is on the order of the function psi at zeta.,621,g(\alpha) = O(\psi(\zeta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f621.mp3,2,The function g at α is on the order of the function ψ at ζ.
The function phi at alpha is equal to the small order of the function g at x.,622,\phi(\alpha) = o(g(x)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f622.mp3,2,The function φ at α is equal to the small order of the function g at x.
The function f at b is equal to the small order of the function f at c.,623,f(b) = o(f(c)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f623.mp3,2,The function f at b is equal to the small order of the function f at c.
The function h at eta is equal to the small order of the function h at c.,624,h(\eta) = o(h(c)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f624.mp3,2,The function h at eta is equal to the small order of the function h at c
The function f at b is equal to the small order of the function psi at c.,625,f(b) = o(\psi(c)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f625.mp3,2,The function f at b is equal to the small order of the function psi at c
The function h at a is equal to the small order of the function g at z.,626,h(a) = o(g(z)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f626.mp3,2,The function h at A is equal to the small order of the function g at z
The function g at x is equal to the small order of the function g at a.,627,g(x) = o(g(a)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f627.mp3,2,The function g at x is equal to the small order of the function g at a
The function phi at c is equal to the small order of the function g at c.,628,\phi(c) = o(g(c)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f628.mp3,2,The function φ at c is equal to the small order of the function g at c
The function h at eta is equal to the small order of the function h at eta.,629,h(\eta) = o(h(\eta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f629.mp3,2,The function h at eta is equal to the small order of the function h at eta.
The function phi at z is equal to the small order of the function g at z.,630,\phi(z) = o(g(z)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f630.mp3,2,The function φ at z is equal to the small order of the function g at z
The function f at x is equal to the small order of the function f at b.,631,f(x) = o(f(b)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f631.mp3,2,The function f at x is equal to the small order of the function f at b
The function g at x is equal to the small order of the function phi at x.,632,g(x) = o(\phi(x)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f632.mp3,2,The function g at x is equal to the small order of the function phi at x.
The function g at epsilon is equal to the small order of the function g at zeta.,633,g(\epsilon) = o(g(\zeta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f633.mp3,2,The function g at ε is equal to the small order of the function g at θ.
The function g at x is equal to the small order of the function f at x.,634,g(x) = o(f(x)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f634.mp3,2,The function g at x is equal to the small order of the function f at x.
The function f at x is equal to the small order of the function g at b.,635,f(x) = o(g(b)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f635.mp3,2,The function f at x is equal to the small order of the function g at b
The function f at c is equal to the small order of the function f at delta.,636,f(c) = o(f(\delta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f636.mp3,2,The function f at c is equal to the small order of the function f at delta
The function f at alpha is equal to the small order of the function g at z.,637,f(\alpha) = o(g(z)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f637.mp3,2,The function f at α is equal to the small order of the function g at z.
The function h at y is equal to the small order of the function psi at x.,638,h(y) = o(\psi(x)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f638.mp3,2,The function h at y is equal to the small order of the function psi at x.
The function g at eta is equal to the small order of the function g at y.,639,g(\eta) = o(g(y)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f639.mp3,2,The function g at eta is equal to the small order of the function g at y
The function g at zeta is equal to the small order of the function f at a.,640,g(\zeta) = o(f(a)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f640.mp3,2,The function g at zeta is equal to the small order of the function f at a
The function phi at delta is equal to the small order of the function omega at alpha.,641,\phi(\delta) = o(\omega(\alpha)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f641.mp3,2,The function Φ at Δ is equal to the small order of the function Ω at α.
The function psi at b is equal to the function Theta at psi of b.,642,\psi(b) = \Theta(\psi(b)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f642.mp3,2,The function ψ at b is equal to the function θ at ψ of b
